Zoom Level,X,Y,Top Latitude,Bottom Latitude,Left Longitude,Right Longitude
7,40,47,43.06888777416962,40.97989806962013,-67.5,-64.6875
7,40,48,40.97989806962013,38.8225909761771,-67.5,-64.6875
7,40,49,38.8225909761771,36.59788913307021,-67.5,-64.6875
7,40,50,36.59788913307021,34.307143856288036,-67.5,-64.6875
7,40,51,34.307143856288036,31.952162238024968,-67.5,-64.6875
7,40,52,31.952162238024968,29.535229562948455,-67.5,-64.6875
7,40,53,29.535229562948455,27.059125784374054,-67.5,-64.6875
7,40,54,27.059125784374054,24.5271348225978,-67.5,-64.6875
7,40,55,24.5271348225978,21.943045533438177,-67.5,-64.6875
7,41,43,50.73645513701065,48.92249926375824,-64.6875,-61.875
7,41,44,48.92249926375824,47.04018214480666,-64.6875,-61.875
7,41,45,47.04018214480666,45.089035564831015,-64.6875,-61.875
7,41,46,45.089035564831015,43.06888777416962,-64.6875,-61.875
7,41,47,43.06888777416962,40.97989806962013,-64.6875,-61.875
7,41,48,40.97989806962013,38.8225909761771,-64.6875,-61.875
7,41,49,38.8225909761771,36.59788913307021,-64.6875,-61.875
7,41,50,36.59788913307021,34.307143856288036,-64.6875,-61.875
7,41,51,34.307143856288036,31.952162238024968,-64.6875,-61.875
7,41,52,31.952162238024968,29.535229562948455,-64.6875,-61.875
7,41,53,29.535229562948455,27.059125784374054,-64.6875,-61.875
7,41,54,27.059125784374054,24.5271348225978,-64.6875,-61.875
7,41,55,24.5271348225978,21.943045533438177,-64.6875,-61.875
